"filename", "language", "TypeScript", "JSON", "HTML", "CSS", "XML", "JavaScript", "SCSS", "comment", "blank", "total"
"\\wsl$\Ubuntu\home\ror\sbraf2\src\app\views\icons\flags.component.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 4, 11
"\\wsl$\Ubuntu\home\ror\sbraf2\src\app\views\icons\font-awesome.component.html", "HTML", 0, 0, 3720, 0, 0, 0, 0, 0, 1, 3721
"\\wsl$\Ubuntu\home\ror\sbraf2\src\app\views\icons\font-awesome.component.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 4, 11
"\\wsl$\Ubuntu\home\ror\sbraf2\src\app\views\icons\icons-routing.module.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 4, 57
"\\wsl$\Ubuntu\home\ror\sbraf2\src\app\views\icons\icons.module.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 4, 20
"\\wsl$\Ubuntu\home\ror\sbraf2\src\app\views\icons\simple-line-icons.component.html", "HTML", 0, 0, 560, 0, 0, 0, 0, 1, 1, 562
"\\wsl$\Ubuntu\home\ror\sbraf2\src\app\views\icons\simple-line-icons.component.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 4, 11
"\\wsl$\Ubuntu\home\ror\sbraf2\src\app\views\mcfilter\mcfilter.component.html", "HTML", 0, 0, 36, 0, 0, 0, 0, 1, 0, 37
"\\wsl$\Ubuntu\home\ror\sbraf2\src\app\views\mcfilter\mcfilter.component.ts", "TypeScript", 138, 0, 0, 0, 0, 0, 0, 47, 51, 236
"\\wsl$\Ubuntu\home\ror\sbraf2\src\app\views\mcfilter\mcfilter.module.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 1, 3, 23
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\aws\apigClient.js", "JavaScript", 0, 0, 0, 0, 0, 332, 0, 74, 126, 532
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\aws\lib\CryptoJS\components\enc-base64.js", "JavaScript", 0, 0, 0, 0, 0, 54, 0, 43, 13, 110
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\aws\lib\CryptoJS\components\hmac.js", "JavaScript", 0, 0, 0, 0, 0, 48, 0, 67, 17, 132
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\aws\lib\CryptoJS\rollups\hmac-sha256.js", "JavaScript", 0, 0, 0, 0, 0, 12, 0, 6, 1, 19
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\aws\lib\CryptoJS\rollups\sha256.js", "JavaScript", 0, 0, 0, 0, 0, 10, 0, 6, 1, 17
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\aws\lib\apiGatewayCore\apiGatewayClient.js", "JavaScript", 0, 0, 0, 0, 0, 24, 0, 21, 9, 54
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\aws\lib\apiGatewayCore\sigV4Client.js", "JavaScript", 0, 0, 0, 0, 0, 168, 0, 18, 34, 220
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\aws\lib\apiGatewayCore\simpleHttpClient.js", "JavaScript", 0, 0, 0, 0, 0, 54, 0, 17, 10, 81
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\aws\lib\apiGatewayCore\utils.js", "JavaScript", 0, 0, 0, 0, 0, 64, 0, 14, 3, 81
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\aws\lib\axios\dist\axios.standalone.js", "JavaScript", 0, 0, 0, 0, 0, 610, 0, 322, 157, 1089
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\aws\lib\url-template\url-template.js", "JavaScript", 0, 0, 0, 0, 0, 323, 0, 32, 84, 439
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\img\brand\logo.svg", "XML", 0, 0, 0, 0, 43, 0, 0, 1, 1, 45
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\img\brand\sygnet.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 1, 1, 18
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cerulean\_bootswatch.scss", "SCSS", 0, 0, 0, 0, 0, 0, 68, 8, 27, 103
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cerulean\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 36, 9, 13, 58
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cerulean\bootstrap.css", "CSS", 0, 0, 0, 9150, 0, 0, 0, 13, 1221, 10384
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cerulean\bootstrap.min.css", "CSS", 0, 0, 0, 2, 0, 0, 0, 10, 0, 12
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cosmo-blue\_bootswatch.scss", "SCSS", 0, 0, 0, 0, 0, 0, 12, 5, 10, 27
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cosmo-blue\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 39, 12, 17, 68
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cosmo-blue\bootstrap.css", "CSS", 0, 0, 0, 8826, 0, 0, 0, 13, 1180, 10019
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cosmo-blue\bootstrap.min.css", "CSS", 0, 0, 0, 8185, 0, 0, 0, 14, 1185, 9384
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cosmo-dark\_bootswatch.scss", "SCSS", 0, 0, 0, 0, 0, 0, 12, 5, 10, 27
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cosmo-dark\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 49, 13, 18, 80
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cosmo-dark\bootstrap.css", "CSS", 0, 0, 0, 8826, 0, 0, 0, 13, 1180, 10019
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cosmo-dark\bootstrap.min.css", "CSS", 0, 0, 0, 8185, 0, 0, 0, 33, 1184, 9402
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cosmo-light\_bootswatch.scss", "SCSS", 0, 0, 0, 0, 0, 0, 12, 5, 10, 27
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cosmo-light\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 39, 12, 17, 68
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cosmo-light\bootstrap.css", "CSS", 0, 0, 0, 8826, 0, 0, 0, 13, 1180, 10019
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\cosmo-light\bootstrap.min.css", "CSS", 0, 0, 0, 8188, 0, 0, 0, 14, 1184, 9386
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\journal\_bootswatch.scss", "SCSS", 0, 0, 0, 0, 0, 0, 40, 6, 16, 62
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\journal\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 39, 9, 13, 61
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\journal\bootstrap.css", "CSS", 0, 0, 0, 9089, 0, 0, 0, 13, 1214, 10316
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\journal\bootstrap.min.css", "CSS", 0, 0, 0, 2, 0, 0, 0, 10, 0, 12
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\lux\_bootswatch.scss", "SCSS", 0, 0, 0, 0, 0, 0, 140, 11, 40, 191
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\lux\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 65, 16, 26, 107
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\lux\bootstrap.css", "CSS", 0, 0, 0, 8932, 0, 0, 0, 13, 1206, 10151
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\lux\bootstrap.min.css", "CSS", 0, 0, 0, 2, 0, 0, 0, 10, 0, 12
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\minty\_bootswatch.scss", "SCSS", 0, 0, 0, 0, 0, 0, 304, 10, 66, 380
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\minty\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 59, 14, 22, 95
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\minty\bootstrap.css", "CSS", 0, 0, 0, 9295, 0, 0, 0, 13, 1260, 10568
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\minty\bootstrap.min.css", "CSS", 0, 0, 0, 2, 0, 0, 0, 10, 0, 12
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\slate\_bootswatch.scss", "SCSS", 0, 0, 0, 0, 0, 0, 430, 11, 91, 532
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\slate\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 94, 24, 46, 164
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\slate\bootstrap.css", "CSS", 0, 0, 0, 9467, 0, 0, 0, 13, 1289, 10769
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\slate\bootstrap.min.css", "CSS", 0, 0, 0, 8759, 0, 0, 0, 14, 1292, 10065
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\solar\_bootswatch.scss", "SCSS", 0, 0, 0, 0, 0, 0, 197, 7, 38, 242
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\solar\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 100, 26, 46, 172
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\solar\bootstrap.css", "CSS", 0, 0, 0, 9269, 0, 0, 0, 13, 1256, 10538
"\\wsl$\Ubuntu\home\ror\sbraf2\src\assets\styles\solar\bootstrap.min.css", "CSS", 0, 0, 0, 2, 0, 0, 0, 10, 0, 12
"\\wsl$\Ubuntu\home\ror\sbraf2\src\bootstrap.min.css", "CSS", 0, 0, 0, 5763, 0, 0, 0, 8, 1196, 6967
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\coverage.html", "HTML", 0, 0, 89, 0, 0, 0, 0, 3, 34, 126
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\fonts\ionicons.svg", "XML", 0, 0, 0, 0, 2087, 0, 0, 3, 1, 2091
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\fonts\roboto-v15-latin-300.svg", "XML", 0, 0, 0, 0, 314, 0, 0, 0, 1, 315
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\fonts\roboto-v15-latin-700.svg", "XML", 0, 0, 0, 0, 310, 0, 0, 0, 1, 311
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\fonts\roboto-v15-latin-italic.svg", "XML", 0, 0, 0, 0, 323, 0, 0, 0, 1, 324
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\fonts\roboto-v15-latin-regular.svg", "XML", 0, 0, 0, 0, 308, 0, 0, 0, 1, 309
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\graph\dependencies.svg", "XML", 0, 0, 0, 0, 21, 0, 0, 3, 1, 25
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\images\compodoc-vectorise-inverted.svg", "XML", 0, 0, 0, 0, 199, 0, 0, 1, 2, 202
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\images\compodoc-vectorise.svg", "XML", 0, 0, 0, 0, 199, 0, 0, 1, 2, 202
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\images\coverage-badge-documentation.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\index.html", "HTML", 0, 0, 75, 0, 0, 0, 0, 3, 32, 110
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\compodoc.js", "JavaScript", 0, 0, 0, 0, 0, 12, 0, 0, 3, 15
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\lazy-load-graphs.js", "JavaScript", 0, 0, 0, 0, 0, 35, 0, 1, 9, 45
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\EventDispatcher.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 3, 1, 5
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\bootstrap-native.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 1, 0, 2
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\clipboard.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\custom-elements-es5-adapter.js", "JavaScript", 0, 0, 0, 0, 0, 4, 0, 9, 3, 16
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\custom-elements.min.js", "JavaScript", 0, 0, 0, 0, 0, 30, 0, 8, 1, 39
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\d3.v3.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 2, 0, 3
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\deep-iterator.js", "JavaScript", 0, 0, 0, 0, 0, 2, 0, 0, 1, 3
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\es6-shim.min.js", "JavaScript", 0, 0, 0, 0, 0, 2, 0, 9, 0, 11
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\htmlparser.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 21, 2, 24
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\innersvg.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 8, 0, 9
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\lit-html.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\prism.js", "JavaScript", 0, 0, 0, 0, 0, 13, 0, 1, 0, 14
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\promise.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 5, 0, 6
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\svg-pan-zoom.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 2, 0, 3
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\tablesort.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 5, 0, 6
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\tablesort.number.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 5, 0, 6
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\vis.min.js", "JavaScript", 0, 0, 0, 0, 0, 22, 0, 24, 0, 46
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\libs\zepto.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 1, 0, 2
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\menu-wc.js", "JavaScript", 0, 0, 0, 0, 0, 43, 0, 0, 5, 48
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\menu.js", "JavaScript", 0, 0, 0, 0, 0, 243, 0, 6, 13, 262
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\routes.js", "JavaScript", 0, 0, 0, 0, 0, 237, 0, 9, 35, 281
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\search\lunr.min.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 5, 1, 7
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\search\search-lunr.js", "JavaScript", 0, 0, 0, 0, 0, 54, 0, 0, 14, 68
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\search\search.js", "JavaScript", 0, 0, 0, 0, 0, 219, 0, 15, 35, 269
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\search\search_index.js", "JavaScript", 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\sourceCode.js", "JavaScript", 0, 0, 0, 0, 0, 52, 0, 0, 7, 59
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\svg-pan-zoom.controls.js", "JavaScript", 0, 0, 0, 0, 0, 48, 0, 0, 6, 54
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\tabs.js", "JavaScript", 0, 0, 0, 0, 0, 21, 0, 0, 1, 22
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\js\tree.js", "JavaScript", 0, 0, 0, 0, 0, 134, 0, 2, 12, 148
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\modules.html", "HTML", 0, 0, 73, 0, 0, 0, 0, 3, 32, 108
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\bootstrap-card.css", "CSS", 0, 0, 0, 192, 0, 0, 0, 0, 28, 220
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\bootstrap.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 4, 0, 5
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\compodoc.css", "CSS", 0, 0, 0, 753, 0, 0, 0, 55, 189, 997
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\ionicons.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 10, 1, 12
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\laravel.css", "CSS", 0, 0, 0, 60, 0, 0, 0, 0, 10, 70
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\material.css", "CSS", 0, 0, 0, 80, 0, 0, 0, 7, 22, 109
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\original.css", "CSS", 0, 0, 0, 39, 0, 0, 0, 0, 9, 48
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\postmark.css", "CSS", 0, 0, 0, 171, 0, 0, 0, 16, 38, 225
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\prism.css", "CSS", 0, 0, 0, 220, 0, 0, 0, 8, 39, 267
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\readthedocs.css", "CSS", 0, 0, 0, 88, 0, 0, 0, 0, 21, 109
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\reset.css", "CSS", 0, 0, 0, 42, 0, 0, 0, 5, 1, 48
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\stripe.css", "CSS", 0, 0, 0, 55, 0, 0, 0, 0, 11, 66
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\style.css", "CSS", 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\tablesort.css", "CSS", 0, 0, 0, 29, 0, 0, 0, 0, 5, 34
"\\wsl$\Ubuntu\home\ror\sbraf2\src\documentation\styles\vagrant.css", "CSS", 0, 0, 0, 81, 0, 0, 0, 0, 16, 97
"\\wsl$\Ubuntu\home\ror\sbraf2\src\environments\environment.prod.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"\\wsl$\Ubuntu\home\ror\sbraf2\src\environments\environment.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 4, 2, 9
"\\wsl$\Ubuntu\home\ror\sbraf2\src\index.html", "HTML", 0, 0, 33, 0, 0, 0, 0, 14, 7, 54
"\\wsl$\Ubuntu\home\ror\sbraf2\src\main.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 4, 16
"\\wsl$\Ubuntu\home\ror\sbraf2\src\polyfills.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 59, 17, 101
"\\wsl$\Ubuntu\home\ror\sbraf2\src\scss\_custom.scss", "SCSS", 0, 0, 0, 0, 0, 0, 7, 2, 2, 11
"\\wsl$\Ubuntu\home\ror\sbraf2\src\scss\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"\\wsl$\Ubuntu\home\ror\sbraf2\src\scss\style.scss", "SCSS", 0, 0, 0, 0, 0, 0, 4, 5, 7, 16
"\\wsl$\Ubuntu\home\ror\sbraf2\src\scss\vendors\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 3, 1, 1, 5
"\\wsl$\Ubuntu\home\ror\sbraf2\src\scss\vendors\chart.js\chart.scss", "SCSS", 0, 0, 0, 0, 0, 0, 46, 1, 2, 49
"\\wsl$\Ubuntu\home\ror\sbraf2\src\test.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 4, 4, 21
"\\wsl$\Ubuntu\home\ror\sbraf2\src\tsconfig.app.json", "JSON", 0, 12, 0, 0, 0, 0, 0, 13, 1, 26
"\\wsl$\Ubuntu\home\ror\sbraf2\src\tsconfig.spec.json", "JSON", 0, 20, 0, 0, 0, 0, 0, 0, 1, 21
"Total", "-", 10049, 32, 12037, 122871, 3829, 2887, 1795, 3915, 21386, 178801
